source_file_name,hospital_id,hospital_name,last_updated_on,hospital_state,license_number,payer_name,plan_name,code_type,raw_code,description,setting,modifiers,standard_charge_gross,standard_charge_discounted_cash,standard_charge_negotiated_dollar,standard_charge_negotiated_percentage,standard_charge_min,standard_charge_max,standard_charge_methodology,additional_payer_notes,additional_generic_notes
13-1740114_montefiore-medical-center_standardcharges.csv.gz,62915ae8-8d64-4e2f-b05f-b18edde57a3d,Montefiore Medical Center,2024-07-01,NY,13-1740114,Fidelis,Essential Plan 3 4,CPT,43239,PR EDG TRANSORAL BIOPSY SINGLE/MULTIPLE,both,null,3925,2551.25,157.52,null,146.49,1733.49,fee schedule,null,null
13-1740114_montefiore-medical-center_standardcharges.csv.gz,62915ae8-8d64-4e2f-b05f-b18edde57a3d,Montefiore Medical Center,2024-07-01,NY,13-1740114,Centerlight,Managed Care,MS-DRG,872,SEPTICEMIA OR SEVERE SEPSIS WITHOUT MV >96 HOURS WITHOUT MCC,inpatient,null,null,null,13909.25,null,5699.4,51350.81,fee schedule,null,null
13-1740114_montefiore-medical-center_standardcharges.csv.gz,62915ae8-8d64-4e2f-b05f-b18edde57a3d,Montefiore Medical Center,2024-07-01,NY,13-1740114,Fidelis,Medicaid,CPT,43239,PR EDG TRANSORAL BIOPSY SINGLE/MULTIPLE,both,null,1790,1163.5,157.52,null,146.49,1733.49,fee schedule,null,null
13-1740114_montefiore-medical-center_standardcharges.csv.gz,62915ae8-8d64-4e2f-b05f-b18edde57a3d,Montefiore Medical Center,2024-07-01,NY,13-1740114,Partners,Health Plan Medicaid,CPT,43239,EGD BIOPSY SINGLE/MULTIPLE,outpatient,null,null,null,165.4,null,165.4,3206.34,fee schedule,null,null
13-1740114_montefiore-medical-center_standardcharges.csv.gz,62915ae8-8d64-4e2f-b05f-b18edde57a3d,Montefiore Medical Center,2024-07-01,NY,13-1740114,Partners,Health Plan Medicaid,CPT,43239,EGD BIOPSY SINGLE/MULTIPLE,outpatient,null,null,null,165.4,null,165.4,3206.34,fee schedule,null,null
13-1740114_montefiore-medical-center_standardcharges.csv.gz,62915ae8-8d64-4e2f-b05f-b18edde57a3d,Montefiore Medical Center,2024-07-01,NY,13-1740114,Emblem,HIP HMO,CPT,99283,PR EMERGENCY DEPARTMENT VISIT LOW MDM,both,null,385,250.25,350.28,null,64.75,366.24,fee schedule,null,null
13-1740114_montefiore-medical-center_standardcharges.csv.gz,62915ae8-8d64-4e2f-b05f-b18edde57a3d,Montefiore Medical Center,2024-07-01,NY,13-1740114,Northwell,Northwell,MS-DRG,872,SEPTICEMIA OR SEVERE SEPSIS WITHOUT MV >96 HOURS WITHOUT MCC,inpatient,null,null,null,62300.71,null,24034.78,79673.06,case rate,null,null
13-1740114_montefiore-medical-center_standardcharges.csv.gz,62915ae8-8d64-4e2f-b05f-b18edde57a3d,Montefiore Medical Center,2024-07-01,NY,13-1740114,Agewell,Agewell,CPT,43239,PR EDG TRANSORAL BIOPSY SINGLE/MULTIPLE,both,null,1790,1163.5,189.81,null,146.49,1733.49,fee schedule,null,null
13-1740114_montefiore-medical-center_standardcharges.csv.gz,62915ae8-8d64-4e2f-b05f-b18edde57a3d,Montefiore Medical Center,2024-07-01,NY,13-1740114,Fidelis,Essential Plan 1 2,CPT,99283,PR EMERGENCY DEPARTMENT VISIT LOW MDM,both,null,385,250.25,95.75,null,64.75,366.24,fee schedule,null,null
13-1740114_montefiore-medical-center_standardcharges.csv.gz,62915ae8-8d64-4e2f-b05f-b18edde57a3d,Montefiore Medical Center,2024-07-01,NY,13-1740114,MetroPlus,Medicaid Advantag Plus,CPT,43239,EGD BIOPSY SINGLE/MULTIPLE,outpatient,null,null,null,1037.65,null,165.4,3206.34,fee schedule,null,null
13-1740114_montefiore-medical-center_standardcharges.csv.gz,62915ae8-8d64-4e2f-b05f-b18edde57a3d,Montefiore Medical Center,2024-07-01,NY,13-1740114,Humana,Humana,CPT,43239,EGD BIOPSY SINGLE/MULTIPLE,outpatient,null,null,null,1141.42,null,165.4,3206.34,fee schedule,null,null
13-1740114_montefiore-medical-center_standardcharges.csv.gz,62915ae8-8d64-4e2f-b05f-b18edde57a3d,Montefiore Medical Center,2024-07-01,NY,13-1740114,Longevity,Medicare Health Plan,CPT,43239,EGD BIOPSY SINGLE/MULTIPLE,outpatient,null,null,null,1131.04,null,141.77,1815.1,fee schedule,null,null
13-1740114_montefiore-medical-center_standardcharges.csv.gz,62915ae8-8d64-4e2f-b05f-b18edde57a3d,Montefiore Medical Center,2024-07-01,NY,13-1740114,MVP,Medicaid and CHP,CPT,43239,PR EDG TRANSORAL BIOPSY SINGLE/MULTIPLE,both,null,1790,1163.5,162.56,null,146.49,1733.49,fee schedule,null,null
13-1740114_montefiore-medical-center_standardcharges.csv.gz,62915ae8-8d64-4e2f-b05f-b18edde57a3d,Montefiore Medical Center,2024-07-01,NY,13-1740114,HealthFirst,Medicare Enrollees,CPT,99283,HC EMERGENCY DEPT VISIT LVL 3,outpatient,null,3744,2433.6,225,null,225,1797,other,null,per visit
13-1740114_montefiore-medical-center_standardcharges.csv.gz,62915ae8-8d64-4e2f-b05f-b18edde57a3d,Montefiore Medical Center,2024-07-01,NY,13-1740114,Emblem,Medicare Advantage,CPT,43239,PR EDG TRANSORAL BIOPSY SINGLE/MULTIPLE,both,null,1790,1163.5,345.95,null,146.49,1733.49,fee schedule,null,null
13-1740114_montefiore-medical-center_standardcharges.csv.gz,62915ae8-8d64-4e2f-b05f-b18edde57a3d,Montefiore Medical Center,2024-07-01,NY,13-1740114,MetroPlus,HARP,CPT,43239,EGD BIOPSY SINGLE/MULTIPLE,outpatient,null,null,null,867.77,null,867.77,1561.99,fee schedule,null,null
13-1740114_montefiore-medical-center_standardcharges.csv.gz,62915ae8-8d64-4e2f-b05f-b18edde57a3d,Montefiore Medical Center,2024-07-01,NY,13-1740114,Hamaspik,Medicare Adv,CPT,99283,EMERGENCY DEPT VISIT LOW MDM,outpatient,null,null,null,352.74,null,71.81,421.18,fee schedule,null,null
13-1740114_montefiore-medical-center_standardcharges.csv.gz,62915ae8-8d64-4e2f-b05f-b18edde57a3d,Montefiore Medical Center,2024-07-01,NY,13-1740114,Aetna,ASA,CPT,99283,EMERGENCY DEPT VISIT LOW MDM,outpatient,null,null,null,384.57,null,343.75,384.57,fee schedule,null,null
13-1740114_montefiore-medical-center_standardcharges.csv.gz,62915ae8-8d64-4e2f-b05f-b18edde57a3d,Montefiore Medical Center,2024-07-01,NY,13-1740114,WellCare,Medicare,CPT,43239,PR EDG TRANSORAL BIOPSY SINGLE/MULTIPLE,both,null,3925,2551.25,185.56,null,146.49,1733.49,fee schedule,null,null
13-1740114_montefiore-medical-center_standardcharges.csv.gz,62915ae8-8d64-4e2f-b05f-b18edde57a3d,Montefiore Medical Center,2024-07-01,NY,13-1740114,MetroPlus,Exchange Products,CPT,99283,EMERGENCY DEPT VISIT LOW MDM,outpatient,null,null,null,424.59,null,83.78,1009.22,fee schedule,null,null
13-1740114_montefiore-medical-center_standardcharges.csv.gz,62915ae8-8d64-4e2f-b05f-b18edde57a3d,Montefiore Medical Center,2024-07-01,NY,13-1740114,Empire,Blue Access,CPT,43239,EGD BIOPSY SINGLE/MULTIPLE,outpatient,null,null,null,2657,null,2518,9347,case rate,null,null
13-1740114_montefiore-medical-center_standardcharges.csv.gz,62915ae8-8d64-4e2f-b05f-b18edde57a3d,Montefiore Medical Center,2024-07-01,NY,13-1740114,MetroPlus,Essential Plan 3 4,CPT,99283,EMERGENCY DEPT VISIT LOW MDM,outpatient,null,null,null,79.79,null,79.79,79.79,other,null,per unit
13-1740114_montefiore-medical-center_standardcharges.csv.gz,62915ae8-8d64-4e2f-b05f-b18edde57a3d,Montefiore Medical Center,2024-07-01,NY,13-1740114,Aetna,ASA,MS-DRG,872,SEPTICEMIA OR SEVERE SEPSIS WITHOUT MV >96 HOURS WITHOUT MCC,inpatient,null,null,null,51350.81,null,5699.4,51350.81,fee schedule,null,null
13-1740114_montefiore-medical-center_standardcharges.csv.gz,62915ae8-8d64-4e2f-b05f-b18edde57a3d,Montefiore Medical Center,2024-07-01,NY,13-1740114,MetroPlus,HIV SNP,CPT,43239,EGD BIOPSY SINGLE/MULTIPLE,outpatient,null,null,null,157.52,null,157.52,157.52,other,null,per unit
13-1740114_montefiore-medical-center_standardcharges.csv.gz,62915ae8-8d64-4e2f-b05f-b18edde57a3d,Montefiore Medical Center,2024-07-01,NY,13-1740114,Empire,BCBS Medicare Advantage,CPT,43239,PR EDG TRANSORAL BIOPSY SINGLE/MULTIPLE,both,null,3925,2551.25,153.45,null,146.49,1733.49,fee schedule,null,null
13-1740114_montefiore-medical-center_standardcharges.csv.gz,62915ae8-8d64-4e2f-b05f-b18edde57a3d,Montefiore Medical Center,2024-07-01,NY,13-1740114,Elderplan,Medicare,CPT,99283,PR EMERGENCY DEPARTMENT VISIT LOW MDM,both,null,385,250.25,86.58,null,64.75,366.24,fee schedule,null,null
13-1740114_montefiore-medical-center_standardcharges.csv.gz,62915ae8-8d64-4e2f-b05f-b18edde57a3d,Montefiore Medical Center,2024-07-01,NY,13-1740114,Empire,BCBS Medicare Advantage,MS-DRG,872,SEPTICEMIA OR SEVERE SEPSIS WITHOUT MV >96 HOURS WITHOUT MCC,inpatient,null,null,null,13570,null,4296.35,57084.61,fee schedule,null,null
13-1740114_montefiore-medical-center_standardcharges.csv.gz,62915ae8-8d64-4e2f-b05f-b18edde57a3d,Montefiore Medical Center,2024-07-01,NY,13-1740114,Fidelis,Medicaid,CPT,43239,PR EDG TRANSORAL BIOPSY SINGLE/MULTIPLE,both,null,3925,2551.25,157.52,null,146.49,1733.49,fee schedule,null,null
13-1740114_montefiore-medical-center_standardcharges.csv.gz,62915ae8-8d64-4e2f-b05f-b18edde57a3d,Montefiore Medical Center,2024-07-01,NY,13-1740114,Emblem,Managed Care Products,CPT,43239,EGD BIOPSY SINGLE/MULTIPLE,outpatient,null,null,null,1037.65,null,165.4,3206.34,fee schedule,null,null
13-1740114_montefiore-medical-center_standardcharges.csv.gz,62915ae8-8d64-4e2f-b05f-b18edde57a3d,Montefiore Medical Center,2024-07-01,NY,13-1740114,VNSNY,Choice Medicaid,CPT,99283,PR EMERGENCY DEPARTMENT VISIT LOW MDM,both,null,385,250.25,91.76,null,64.75,366.24,fee schedule,null,null
13-1740114_montefiore-medical-center_standardcharges.csv.gz,62915ae8-8d64-4e2f-b05f-b18edde57a3d,Montefiore Medical Center,2024-07-01,NY,13-1740114,Emblem,Select Care,CPT,99283,PR EMERGENCY DEPARTMENT VISIT LOW MDM,both,null,385,250.25,106.12,null,64.75,366.24,fee schedule,null,null
13-1740114_montefiore-medical-center_standardcharges.csv.gz,62915ae8-8d64-4e2f-b05f-b18edde57a3d,Montefiore Medical Center,2024-07-01,NY,13-1740114,Hamaspik,Medicare Adv,MS-DRG,872,SEPTICEMIA OR SEVERE SEPSIS WITHOUT MV >96 HOURS WITHOUT MCC,inpatient,null,null,null,14927,null,13570,14927,fee schedule,null,null
13-1740114_montefiore-medical-center_standardcharges.csv.gz,62915ae8-8d64-4e2f-b05f-b18edde57a3d,Montefiore Medical Center,2024-07-01,NY,13-1740114,MetroPlus,Default Duals,CPT,43239,EGD BIOPSY SINGLE/MULTIPLE,outpatient,null,null,null,1037.65,null,165.4,3206.34,fee schedule,null,null
13-1740114_montefiore-medical-center_standardcharges.csv.gz,62915ae8-8d64-4e2f-b05f-b18edde57a3d,Montefiore Medical Center,2024-07-01,NY,13-1740114,MetroPlus,Default Duals,CPT,99283,EMERGENCY DEPT VISIT LOW MDM,outpatient,null,null,null,326.61,null,83.78,1009.22,fee schedule,null,null
13-1740114_montefiore-medical-center_standardcharges.csv.gz,62915ae8-8d64-4e2f-b05f-b18edde57a3d,Montefiore Medical Center,2024-07-01,NY,13-1740114,Oscar,Medicare,CPT,99283,EMERGENCY DEPT VISIT LOW MDM,outpatient,null,null,null,326.61,null,71.81,421.18,fee schedule,null,null
13-1740114_montefiore-medical-center_standardcharges.csv.gz,62915ae8-8d64-4e2f-b05f-b18edde57a3d,Montefiore Medical Center,2024-07-01,NY,13-1740114,Nat,Assoc Letter Carriers,CPT,99283,HC EMERGENCY DEPT VISIT LVL 3,outpatient,null,3744,2433.6,1797,null,225,1797,other,null,per visit
13-1740114_montefiore-medical-center_standardcharges.csv.gz,62915ae8-8d64-4e2f-b05f-b18edde57a3d,Montefiore Medical Center,2024-07-01,NY,13-1740114,CentersPlan,Medicare Advan I SNP,MS-DRG,872,SEPTICEMIA OR SEVERE SEPSIS WITHOUT MV >96 HOURS WITHOUT MCC,inpatient,null,null,null,14927,null,5699.4,51350.81,fee schedule,null,null
13-1740114_montefiore-medical-center_standardcharges.csv.gz,62915ae8-8d64-4e2f-b05f-b18edde57a3d,Montefiore Medical Center,2024-07-01,NY,13-1740114,UHC,All Payers,MS-DRG,872,SEPTICEMIA OR SEVERE SEPSIS WITHOUT MV >96 HOURS WITHOUT MCC,inpatient,null,null,null,57020.41,null,4296.35,57084.61,fee schedule,null,null
13-1740114_montefiore-medical-center_standardcharges.csv.gz,62915ae8-8d64-4e2f-b05f-b18edde57a3d,Montefiore Medical Center,2024-07-01,NY,13-1740114,MetroPlus,Essential Plan 3 4,CPT,99283,EMERGENCY DEPT VISIT LOW MDM,outpatient,null,null,null,95.75,null,83.78,1009.22,fee schedule,null,null
13-1740114_montefiore-medical-center_standardcharges.csv.gz,62915ae8-8d64-4e2f-b05f-b18edde57a3d,Montefiore Medical Center,2024-07-01,NY,13-1740114,Emblem,HIP HMO,CPT,43239,PR EDG TRANSORAL BIOPSY SINGLE/MULTIPLE,both,null,3925,2551.25,691.51,null,146.49,1733.49,fee schedule,null,null
13-1740114_montefiore-medical-center_standardcharges.csv.gz,62915ae8-8d64-4e2f-b05f-b18edde57a3d,Montefiore Medical Center,2024-07-01,NY,13-1740114,VillageCareMAX,VillageCareMAX,CPT,99283,EMERGENCY DEPT VISIT LOW MDM,outpatient,null,null,null,326.61,null,83.78,1009.22,fee schedule,null,null
13-1740114_montefiore-medical-center_standardcharges.csv.gz,62915ae8-8d64-4e2f-b05f-b18edde57a3d,Montefiore Medical Center,2024-07-01,NY,13-1740114,Senior,Whole Health Medicare,CPT,43239,PR EDG TRANSORAL BIOPSY SINGLE/MULTIPLE,both,null,3925,2551.25,527.57,null,146.49,1733.49,fee schedule,null,null
13-1740114_montefiore-medical-center_standardcharges.csv.gz,62915ae8-8d64-4e2f-b05f-b18edde57a3d,Montefiore Medical Center,2024-07-01,NY,13-1740114,Emblem,Select Care,MS-DRG,872,SEPTICEMIA OR SEVERE SEPSIS WITHOUT MV >96 HOURS WITHOUT MCC,inpatient,null,null,null,16691.1,null,5699.4,51350.81,fee schedule,null,null
13-1740114_montefiore-medical-center_standardcharges.csv.gz,62915ae8-8d64-4e2f-b05f-b18edde57a3d,Montefiore Medical Center,2024-07-01,NY,13-1740114,MetroPlus,Child Health Plus,CPT,43239,EGD BIOPSY SINGLE/MULTIPLE,outpatient,null,null,null,157.52,null,157.52,157.52,other,null,per unit
13-1740114_montefiore-medical-center_standardcharges.csv.gz,62915ae8-8d64-4e2f-b05f-b18edde57a3d,Montefiore Medical Center,2024-07-01,NY,13-1740114,Nippon,Life Insurance,CPT,99283,EMERGENCY DEPT VISIT LOW MDM,outpatient,null,null,null,421.18,null,71.81,421.18,fee schedule,null,null
13-1740114_montefiore-medical-center_standardcharges.csv.gz,62915ae8-8d64-4e2f-b05f-b18edde57a3d,Montefiore Medical Center,2024-07-01,NY,13-1740114,VNSNY,Choice Medicaid,CPT,43239,EGD BIOPSY SINGLE/MULTIPLE,outpatient,null,null,null,997.94,null,867.77,1561.99,fee schedule,null,null
13-1740114_montefiore-medical-center_standardcharges.csv.gz,62915ae8-8d64-4e2f-b05f-b18edde57a3d,Montefiore Medical Center,2024-07-01,NY,13-1740114,MetroPlus,Medicaid Advantag Plus,CPT,99283,EMERGENCY DEPT VISIT LOW MDM,outpatient,null,null,null,326.61,null,83.78,1009.22,fee schedule,null,null
13-1740114_montefiore-medical-center_standardcharges.csv.gz,62915ae8-8d64-4e2f-b05f-b18edde57a3d,Montefiore Medical Center,2024-07-01,NY,13-1740114,MVP,Commercial,CPT,43239,PR EDG TRANSORAL BIOPSY SINGLE/MULTIPLE,both,null,1790,1163.5,841.81,null,146.49,1733.49,fee schedule,null,null
13-1740114_montefiore-medical-center_standardcharges.csv.gz,62915ae8-8d64-4e2f-b05f-b18edde57a3d,Montefiore Medical Center,2024-07-01,NY,13-1740114,Emblem,Medicare Advantage,CPT,43239,PR EDG TRANSORAL BIOPSY SINGLE/MULTIPLE,both,null,3925,2551.25,345.95,null,146.49,1733.49,fee schedule,null,null
13-1740114_montefiore-medical-center_standardcharges.csv.gz,62915ae8-8d64-4e2f-b05f-b18edde57a3d,Montefiore Medical Center,2024-07-01,NY,13-1740114,MVP,Essential 1 2,CPT,43239,EGD BIOPSY SINGLE/MULTIPLE,outpatient,null,null,null,867.77,null,141.77,1815.1,fee schedule,null,null
13-1740114_montefiore-medical-center_standardcharges.csv.gz,62915ae8-8d64-4e2f-b05f-b18edde57a3d,Montefiore Medical Center,2024-07-01,NY,13-1740114,Wellcare,Essential Plan 1 2,CPT,43239,PR EDG TRANSORAL BIOPSY SINGLE/MULTIPLE,both,null,3925,2551.25,196.9,null,146.49,1733.49,fee schedule,null,null
13-1740114_montefiore-medical-center_standardcharges.csv.gz,62915ae8-8d64-4e2f-b05f-b18edde57a3d,Montefiore Medical Center,2024-07-01,NY,13-1740114,SEIU1199,SEIU1199,CPT,43239,PR EDG TRANSORAL BIOPSY SINGLE/MULTIPLE,both,null,3925,2551.25,174,null,146.49,1733.49,fee schedule,null,null
13-1740114_montefiore-medical-center_standardcharges.csv.gz,62915ae8-8d64-4e2f-b05f-b18edde57a3d,Montefiore Medical Center,2024-07-01,NY,13-1740114,MetroPlus,HIV SNP,CPT,99283,EMERGENCY DEPT VISIT LOW MDM,outpatient,null,null,null,95.75,null,83.78,1009.22,fee schedule,null,null
13-1740114_montefiore-medical-center_standardcharges.csv.gz,62915ae8-8d64-4e2f-b05f-b18edde57a3d,Montefiore Medical Center,2024-07-01,NY,13-1740114,HealthFirst,MedicareNonEnrollees,CPT,99283,EMERGENCY DEPT VISIT LOW MDM,outpatient,null,null,null,326.61,null,83.78,1009.22,fee schedule,null,null
13-1740114_montefiore-medical-center_standardcharges.csv.gz,62915ae8-8d64-4e2f-b05f-b18edde57a3d,Montefiore Medical Center,2024-07-01,NY,13-1740114,Fidelis,Medicaid,CPT,43239,EGD BIOPSY SINGLE/MULTIPLE,outpatient,null,null,null,867.77,null,867.77,1561.99,fee schedule,null,null
13-1740114_montefiore-medical-center_standardcharges.csv.gz,62915ae8-8d64-4e2f-b05f-b18edde57a3d,Montefiore Medical Center,2024-07-01,NY,13-1740114,Fidelis,Medicare Advantage,CPT,43239,EGD BIOPSY SINGLE/MULTIPLE,outpatient,null,null,null,1037.65,null,165.4,3206.34,fee schedule,null,null
13-1740114_montefiore-medical-center_standardcharges.csv.gz,62915ae8-8d64-4e2f-b05f-b18edde57a3d,Montefiore Medical Center,2024-07-01,NY,13-1740114,Fidelis,Essential Plan 3 4,CPT,99283,EMERGENCY DEPT VISIT LOW MDM,outpatient,null,null,null,326.61,null,83.78,1009.22,fee schedule,null,null
13-1740114_montefiore-medical-center_standardcharges.csv.gz,62915ae8-8d64-4e2f-b05f-b18edde57a3d,Montefiore Medical Center,2024-07-01,NY,13-1740114,MVP,Essential 3 4,CPT,43239,EGD BIOPSY SINGLE/MULTIPLE,outpatient,null,null,null,867.77,null,141.77,1815.1,fee schedule,null,null
13-1740114_montefiore-medical-center_standardcharges.csv.gz,62915ae8-8d64-4e2f-b05f-b18edde57a3d,Montefiore Medical Center,2024-07-01,NY,13-1740114,United,Medicare Advantage,CPT,99283,PR EMERGENCY DEPARTMENT VISIT LOW MDM,both,null,385,250.25,79.74,null,64.75,366.24,fee schedule,null,null
13-1740114_montefiore-medical-center_standardcharges.csv.gz,62915ae8-8d64-4e2f-b05f-b18edde57a3d,Montefiore Medical Center,2024-07-01,NY,13-1740114,HealthFirst,Exchange Risk,CPT,43239,EGD BIOPSY SINGLE/MULTIPLE,outpatient,null,null,null,1008.39,null,141.77,1815.1,fee schedule,null,null
13-1740114_montefiore-medical-center_standardcharges.csv.gz,62915ae8-8d64-4e2f-b05f-b18edde57a3d,Montefiore Medical Center,2024-07-01,NY,13-1740114,MetroPlus,Essential Plan 3 4,CPT,43239,EGD BIOPSY SINGLE/MULTIPLE,outpatient,null,null,null,157.52,null,157.52,157.52,other,null,per unit
13-1740114_montefiore-medical-center_standardcharges.csv.gz,62915ae8-8d64-4e2f-b05f-b18edde57a3d,Montefiore Medical Center,2024-07-01,NY,13-1740114,Empire,WPH Employees,MS-DRG,872,SEPTICEMIA OR SEVERE SEPSIS WITHOUT MV >96 HOURS WITHOUT MCC,inpatient,null,null,null,4296.35,null,4296.35,57084.61,fee schedule,null,null
13-1740114_montefiore-medical-center_standardcharges.csv.gz,62915ae8-8d64-4e2f-b05f-b18edde57a3d,Montefiore Medical Center,2024-07-01,NY,13-1740114,Centerlight,Managed Care,CPT,43239,HC EGD BIOPSY SINGLE/MULTIPLE,outpatient,null,1674,1088.1,1063.59,null,1063.59,1063.59,other,null,per test
13-1740114_montefiore-medical-center_standardcharges.csv.gz,62915ae8-8d64-4e2f-b05f-b18edde57a3d,Montefiore Medical Center,2024-07-01,NY,13-1740114,Oscar,Commerical,CPT,43239,PR EDG TRANSORAL BIOPSY SINGLE/MULTIPLE,both,null,1790,1163.5,287.72,null,146.49,1733.49,fee schedule,null,null
13-1740114_montefiore-medical-center_standardcharges.csv.gz,62915ae8-8d64-4e2f-b05f-b18edde57a3d,Montefiore Medical Center,2024-07-01,NY,13-1740114,Empire,Blue Access,CPT,99283,PR EMERGENCY DEPARTMENT VISIT LOW MDM,both,null,385,250.25,293.38,null,64.75,366.24,fee schedule,null,null
13-1740114_montefiore-medical-center_standardcharges.csv.gz,62915ae8-8d64-4e2f-b05f-b18edde57a3d,Montefiore Medical Center,2024-07-01,NY,13-1740114,HealthFirst,Exchange Non-Risk,CPT,43239,EGD BIOPSY SINGLE/MULTIPLE,outpatient,null,null,null,1008.39,null,141.77,1815.1,fee schedule,null,null
13-1740114_montefiore-medical-center_standardcharges.csv.gz,62915ae8-8d64-4e2f-b05f-b18edde57a3d,Montefiore Medical Center,2024-07-01,NY,13-1740114,Fidelis,Essential Plan 1 2,CPT,99283,EMERGENCY DEPT VISIT LOW MDM,outpatient,null,null,null,391.93,null,83.78,1009.22,fee schedule,null,null
13-1740114_montefiore-medical-center_standardcharges.csv.gz,62915ae8-8d64-4e2f-b05f-b18edde57a3d,Montefiore Medical Center,2024-07-01,NY,13-1740114,Nippon,Life Insurance,CPT,43239,UPPER GI ENDOSCOPY BIOPSY,outpatient,null,null,null,14836,null,5954,14836,case rate,null,null
13-1740114_montefiore-medical-center_standardcharges.csv.gz,62915ae8-8d64-4e2f-b05f-b18edde57a3d,Montefiore Medical Center,2024-07-01,NY,13-1740114,Empire,Exchange,MS-DRG,872,SEPTICEMIA OR SEVERE SEPSIS WITHOUT MV >96 HOURS WITHOUT MCC,inpatient,null,null,null,5560.43,null,4296.35,57084.61,fee schedule,null,null
13-1740114_montefiore-medical-center_standardcharges.csv.gz,62915ae8-8d64-4e2f-b05f-b18edde57a3d,Montefiore Medical Center,2024-07-01,NY,13-1740114,Northwell,Northwell,CPT,99283,EMERGENCY DEPT VISIT LOW MDM,outpatient,null,null,null,1009.22,null,83.78,1009.22,fee schedule,null,null
13-1740114_montefiore-medical-center_standardcharges.csv.gz,62915ae8-8d64-4e2f-b05f-b18edde57a3d,Montefiore Medical Center,2024-07-01,NY,13-1740114,Partners,Health Plan Medicaid,CPT,99283,EMERGENCY DEPT VISIT LOW MDM,outpatient,null,null,null,83.78,null,83.78,1009.22,fee schedule,null,null
